pod_id,tName,p0_pod_pls,p1_pod_pls,p2_pod_pls
2017_11_2_v0_d1_grp11_PGA,Shriners Hospitals for Children Open (USA) - Play Offs,luke list,scott piercy,morgan hoffmann
2017_11_2_v0_d1_grp5_PGA,Shriners Hospitals for Children Open (USA) - Play Offs,j.b. holmes,whee kim,david hearn
2017_11_2_v0_d1_grp7_PGA,Shriners Hospitals for Children Open (USA) - Play Offs,kevin streelman,robert streb,chad campbell
2017_11_2_v0_d1_grp12_PGA,Shriners Hospitals for Children Open (USA) - Play Offs,chesson hadley,david lingmerth,camilo villegas
2017_11_2_v0_d1_grp10_PGA,Shriners Hospitals for Children Open (USA) - Play Offs,bubba watson,jimmy walker,graeme mcdowell
2017_11_2_v0_d1_grp0_PGA,Shriners Hospitals for Children Open (USA) - Play Offs,ben crane,andres gonzales,jon curran
2017_11_2_v0_d2_grp3_PGA,Shriners Hospitals for Children Open (USA) - Play Offs,scott piercy,luke list,morgan hoffmann
2017_11_2_v0_d2_grp8_PGA,Shriners Hospitals for Children Open (USA) - Play Offs,kevin chappell,charley hoffman,ryan moore
2017_11_2_v0_d2_grp0_PGA,Shriners Hospitals for Children Open (USA) - Play Offs,anirban lahiri,tyrone van aswegen,ricky barnes
2017_11_2_v0_d2_grp5_PGA,Shriners Hospitals for Children Open (USA) - Play Offs,daniel summerhays,matt jones,harris english
2017_11_2_v0_d2_grp7_PGA,Shriners Hospitals for Children Open (USA) - Play Offs,russell knox,peter malnati,nick watney
2017_11_2_v0_d2_grp10_PGA,Shriners Hospitals for Children Open (USA) - Play Offs,j.b. holmes,whee kim,david hearn
2017_11_2_v0_d2_grp4_PGA,Shriners Hospitals for Children Open (USA) - Play Offs,chesson hadley,david lingmerth,camilo villegas
2017_11_2_v0_d2_grp2_PGA,Shriners Hospitals for Children Open (USA) - Play Offs,bubba watson,jimmy walker,graeme mcdowell
2017_11_2_v0_d2_grp1_PGA,Shriners Hospitals for Children Open (USA) - Play Offs,kevin streelman,robert streb,chad campbell
2017_11_2_v0_d2_grp9_PGA,Shriners Hospitals for Children Open (USA) - Play Offs,tony finau,gary woodland,brian gay
2017_11_9_v0_d1_grp9_PGA,OHL Classic at Mayakoba (Mexico),russell knox,ryan armour,brian gay
2017_11_9_v0_d1_grp8_PGA,OHL Classic at Mayakoba (Mexico),pat perez,charley hoffman,graeme mcdowell
2017_11_9_v0_d1_grp2_PGA,OHL Classic at Mayakoba (Mexico),chez reavie,byeong hun an,jason bohn
2017_11_9_v0_d1_grp10_PGA,OHL Classic at Mayakoba (Mexico),danny lee,jonathan byrd,derek fathauer
2017_11_9_v0_d1_grp6_PGA,OHL Classic at Mayakoba (Mexico),anirban lahiri,alex cejka,matt jones
2017_11_9_v0_d1_grp11_PGA,OHL Classic at Mayakoba (Mexico),harris english,ted potter jr,brian davis
2017_11_9_v0_d1_grp5_PGA,OHL Classic at Mayakoba (Mexico),patrick reed,kevin chappell,jhonattan vegas
2017_11_9_v0_d1_grp7_PGA,OHL Classic at Mayakoba (Mexico),zach johnson,bryson dechambeau,si woo kim
2017_11_9_v0_d1_grp1_PGA,OHL Classic at Mayakoba (Mexico),gary woodland,whee kim,ken duke
2017_11_9_v0_d1_grp0_PGA,OHL Classic at Mayakoba (Mexico),luke list,patton kizzire,c.t. pan
2017_11_9_v0_d2_grp1_PGA,OHL Classic at Mayakoba (Mexico),zach johnson,bryson dechambeau,si woo kim
2017_11_9_v0_d2_grp2_PGA,OHL Classic at Mayakoba (Mexico),pat perez,charley hoffman,graeme mcdowell
2017_11_9_v0_d2_grp9_PGA,OHL Classic at Mayakoba (Mexico),ryan moore,mackenzie hughes,aaron baddeley
2017_11_9_v0_d2_grp5_PGA,OHL Classic at Mayakoba (Mexico),ted potter jr,harris english,brian davis
2017_11_9_v0_d2_grp0_PGA,OHL Classic at Mayakoba (Mexico),anirban lahiri,alex cejka,matt jones
2017_11_9_v0_d2_grp8_PGA,OHL Classic at Mayakoba (Mexico),kevin chappell,patrick reed,jhonattan vegas
2017_11_9_v0_d2_grp10_PGA,OHL Classic at Mayakoba (Mexico),ricky barnes,hunter mahan,richy werenski
2017_11_9_v0_d2_grp4_PGA,OHL Classic at Mayakoba (Mexico),danny lee,jonathan byrd,derek fathauer
2018_1_11_v0_d2_grp3_PGA,Sony Open in Hawaii (USA) - Play Offs,tony finau,mackenzie hughes,greg chalmers
2018_1_11_v0_d2_grp5_PGA,Sony Open in Hawaii (USA) - Play Offs,justin thomas,kevin kisner,jason dufner
2018_1_11_v0_d2_grp8_PGA,Sony Open in Hawaii (USA) - Play Offs,jordan spieth,daniel berger,xander schauffele
2018_1_11_v0_d2_grp1_PGA,Sony Open in Hawaii (USA) - Play Offs,brian harman,smylie kaufman,billy hurley iii
2018_1_11_v0_d2_grp9_PGA,Sony Open in Hawaii (USA) - Play Offs,russell henley,peter malnati,fabián gómez
2018_1_11_v0_d2_grp6_PGA,Sony Open in Hawaii (USA) - Play Offs,cameron smith,austin cook,luke donald
2018_1_11_v0_d2_grp2_PGA,Sony Open in Hawaii (USA) - Play Offs,gary woodland,brian gay,aaron baddeley
2018_1_11_v0_d2_grp7_PGA,Sony Open in Hawaii (USA) - Play Offs,marc leishman,webb simpson,si woo kim
2018_1_11_v0_d2_grp0_PGA,Sony Open in Hawaii (USA) - Play Offs,kevin na,luke list,whee kim
2018_1_11_v0_d2_grp4_PGA,Sony Open in Hawaii (USA) - Play Offs,zach johnson,patton kizzire,jimmy walker
2018_1_25_v0_d1_grp6_PGA,Farmers Insurance Open (USA) - Play Offs,jon rahm,jason day,brandt snedeker
2018_1_25_v0_d1_grp3_PGA,Farmers Insurance Open (USA) - Play Offs,emiliano grillo,chris kirk,nick watney
2018_1_25_v0_d1_grp10_PGA,Farmers Insurance Open (USA) - Play Offs,brian harman,brendan steele,padraig harrington
2018_1_25_v0_d1_grp0_PGA,Farmers Insurance Open (USA) - Play Offs,francesco molinari,kevin tway,whee kim
2018_1_25_v0_d1_grp5_PGA,Farmers Insurance Open (USA) - Play Offs,j.b. holmes,martin laird,chad campbell
2018_1_25_v0_d1_grp2_PGA,Farmers Insurance Open (USA) - Play Offs,russell knox,billy horschel,aaron baddeley
2018_1_25_v0_d1_grp9_PGA,Farmers Insurance Open (USA) - Play Offs,si woo kim,jimmy walker,luke donald
2018_1_25_v0_d1_grp8_PGA,Farmers Insurance Open (USA) - Play Offs,gary woodland,kyle stanley,bill haas
2018_1_25_v0_d1_grp4_PGA,Farmers Insurance Open (USA) - Play Offs,justin rose,hideki matsuyama,phil mickelson
2018_1_25_v0_d1_grp1_PGA,Farmers Insurance Open (USA) - Play Offs,rickie fowler,patrick cantlay,xander schauffele
2018_1_25_v0_d2_grp0_PGA,Farmers Insurance Open (USA) - Play Offs,j.b. holmes,martin laird,chad campbell
2018_1_25_v0_d2_grp8_PGA,Farmers Insurance Open (USA) - Play Offs,russell knox,billy horschel,aaron baddeley
2018_1_25_v0_d2_grp7_PGA,Farmers Insurance Open (USA) - Play Offs,rickie fowler,patrick cantlay,xander schauffele
2018_1_25_v0_d2_grp1_PGA,Farmers Insurance Open (USA) - Play Offs,jon rahm,jason day,brandt snedeker
2018_1_25_v0_d2_grp2_PGA,Farmers Insurance Open (USA) - Play Offs,patrick reed,charley hoffman,tiger woods
2018_1_25_v0_d2_grp4_PGA,Farmers Insurance Open (USA) - Play Offs,si woo kim,jimmy walker,luke donald
2018_1_25_v0_d2_grp9_PGA,Farmers Insurance Open (USA) - Play Offs,emiliano grillo,chris kirk,nick watney
2018_1_25_v0_d2_grp6_PGA,Farmers Insurance Open (USA) - Play Offs,francesco molinari,whee kim,kevin tway
2018_1_25_v0_d2_grp10_PGA,Farmers Insurance Open (USA) - Play Offs,justin rose,hideki matsuyama,phil mickelson
2018_1_25_v0_d2_grp5_PGA,Farmers Insurance Open (USA) - Play Offs,brendan steele,brian harman,padraig harrington
2018_2_1_v0_d1_grp2_PGA,Phoenix Open (USA) - Play Offs,j.b. holmes,harris english,ian poulter
2018_2_1_v0_d1_grp3_PGA,Phoenix Open (USA) - Play Offs,ryan palmer,scott piercy,cameron tringale
2018_2_1_v0_d1_grp1_PGA,Phoenix Open (USA) - Play Offs,jon rahm,phil mickelson,xander schauffele
2018_2_1_v0_d1_grp5_PGA,Phoenix Open (USA) - Play Offs,daniel berger,nick watney,smylie kaufman
2018_2_1_v0_d1_grp7_PGA,Phoenix Open (USA) - Play Offs,gary woodland,kevin chappell,ryan moore
2018_2_1_v0_d1_grp6_PGA,Phoenix Open (USA) - Play Offs,jordan spieth,justin thomas,patton kizzire
2018_2_1_v0_d1_grp4_PGA,Phoenix Open (USA) - Play Offs,matt kuchar,charley hoffman,bubba watson
2018_2_1_v0_d2_grp2_PGA,Phoenix Open (USA) - Play Offs,justin thomas,jordan spieth,patton kizzire
2018_2_1_v0_d2_grp7_PGA,Phoenix Open (USA) - Play Offs,harris english,j.b. holmes,ian poulter
2018_2_1_v0_d2_grp0_PGA,Phoenix Open (USA) - Play Offs,francesco molinari,ben martin,tom hoge
2018_2_1_v0_d2_grp3_PGA,Phoenix Open (USA) - Play Offs,alex noren,austin cook,james hahn
2018_2_1_v0_d2_grp5_PGA,Phoenix Open (USA) - Play Offs,jon rahm,xander schauffele,phil mickelson
2018_2_1_v0_d2_grp1_PGA,Phoenix Open (USA) - Play Offs,matt kuchar,bubba watson,charley hoffman
2018_2_1_v0_d2_grp6_PGA,Phoenix Open (USA) - Play Offs,marc leishman,steve stricker,brian gay
2018_2_15_v0_d1_grp5_PGA,Genesis Open (USA),kyle stanley,ted potter jr,jonas blixt
2018_2_15_v0_d1_grp9_PGA,Genesis Open (USA),daniel berger,si woo kim,fabián gómez
2018_2_15_v0_d1_grp4_PGA,Genesis Open (USA),jason kokrak,francesco molinari,martin laird
2018_2_15_v0_d1_grp2_PGA,Genesis Open (USA),pat perez,james hahn,padraig harrington
2018_2_15_v0_d1_grp6_PGA,Genesis Open (USA),tony finau,ryan armour,ernie els
2018_2_15_v0_d1_grp8_PGA,Genesis Open (USA),dustin johnson,bubba watson,adam scott
2018_2_15_v0_d1_grp3_PGA,Genesis Open (USA),paul casey,branden grace,austin cook
2018_2_15_v0_d1_grp0_PGA,Genesis Open (USA),rory mcilroy,justin thomas,tiger woods
2018_2_15_v0_d1_grp1_PGA,Genesis Open (USA),phil mickelson,tommy fleetwood,matt kuchar
2018_2_15_v0_d2_grp8_PGA,Genesis Open (USA),james hahn,pat perez,padraig harrington
2018_2_15_v0_d2_grp9_PGA,Genesis Open (USA),paul casey,branden grace,austin cook
2018_2_15_v0_d2_grp7_PGA,Genesis Open (USA),phil mickelson,tommy fleetwood,matt kuchar
2018_2_15_v0_d2_grp1_PGA,Genesis Open (USA),kyle stanley,ted potter jr,jonas blixt
2018_2_15_v0_d2_grp5_PGA,Genesis Open (USA),daniel berger,si woo kim,fabián gómez
2018_2_15_v0_d2_grp6_PGA,Genesis Open (USA),rory mcilroy,justin thomas,tiger woods
2018_2_15_v0_d2_grp0_PGA,Genesis Open (USA),jason kokrak,martin laird,francesco molinari
2018_2_15_v0_d2_grp2_PGA,Genesis Open (USA),tony finau,ryan armour,ernie els
2018_2_15_v0_d2_grp4_PGA,Genesis Open (USA),dustin johnson,bubba watson,adam scott
2018_2_22_v0_d1_grp9_PGA,The Honda Classic (USA) - Play Offs,rory mcilroy,adam scott,padraig harrington
2018_2_22_v0_d1_grp2_PGA,The Honda Classic (USA) - Play Offs,tyrrell hatton,emiliano grillo,ted potter jr
2018_2_22_v0_d1_grp10_PGA,The Honda Classic (USA) - Play Offs,louis oosthuizen,grayson murray,chris stroud
2018_2_22_v0_d1_grp8_PGA,The Honda Classic (USA) - Play Offs,russell henley,ryan moore,jhonattan vegas
2018_2_22_v0_d1_grp1_PGA,The Honda Classic (USA) - Play Offs,brian harman,chris kirk,wesley bryan
2018_2_22_v0_d1_grp7_PGA,The Honda Classic (USA) - Play Offs,rickie fowler,patrick reed,kevin kisner
2018_2_22_v0_d1_grp3_PGA,The Honda Classic (USA) - Play Offs,justin thomas,sergio garcia,daniel berger
2018_2_22_v0_d1_grp4_PGA,The Honda Classic (USA) - Play Offs,brandt snedeker,patton kizzire,tiger woods
2018_2_22_v0_d1_grp6_PGA,The Honda Classic (USA) - Play Offs,webb simpson,billy horschel,ryan armour
2018_2_22_v0_d1_grp5_PGA,The Honda Classic (USA) - Play Offs,gary woodland,tommy fleetwood,alex noren
2018_2_22_v0_d2_grp8_PGA,The Honda Classic (USA) - Play Offs,justin thomas,sergio garcia,daniel berger
2018_2_22_v0_d2_grp10_PGA,The Honda Classic (USA) - Play Offs,tommy fleetwood,alex noren,gary woodland
2018_2_22_v0_d2_grp2_PGA,The Honda Classic (USA) - Play Offs,rory mcilroy,adam scott,padraig harrington
2018_2_22_v0_d2_grp0_PGA,The Honda Classic (USA) - Play Offs,webb simpson,billy horschel,ryan armour
2018_2_22_v0_d2_grp3_PGA,The Honda Classic (USA) - Play Offs,louis oosthuizen,grayson murray,chris stroud
2018_2_22_v0_d2_grp1_PGA,The Honda Classic (USA) - Play Offs,rickie fowler,patrick reed,kevin kisner
2018_2_22_v0_d2_grp7_PGA,The Honda Classic (USA) - Play Offs,tyrrell hatton,emiliano grillo,ted potter jr
2018_2_22_v0_d2_grp5_PGA,The Honda Classic (USA) - Play Offs,brian harman,chris kirk,wesley bryan
2018_2_22_v0_d2_grp9_PGA,The Honda Classic (USA) - Play Offs,tiger woods,brandt snedeker,patton kizzire
2018_2_22_v0_d2_grp4_PGA,The Honda Classic (USA) - Play Offs,russell henley,ryan moore,jhonattan vegas
2018_3_1_v0_d1_grp3_PGA,WGC-Mexico Championship (North - Central America) - Play Offs,patrick cantlay,charl schwartzel,chris paisley
2018_3_1_v0_d1_grp9_PGA,WGC-Mexico Championship (North - Central America) - Play Offs,thomas pieters,daniel berger,adam hadwin
2018_3_1_v0_d1_grp1_PGA,WGC-Mexico Championship (North - Central America) - Play Offs,dustin johnson,justin thomas,jon rahm
2018_3_1_v0_d1_grp8_PGA,WGC-Mexico Championship (North - Central America) - Play Offs,paul casey,tyrrell hatton,marc leishman
2018_3_1_v0_d1_grp0_PGA,WGC-Mexico Championship (North - Central America) - Play Offs,matthew fitzpatrick,kevin kisner,jhonattan vegas
2018_3_1_v0_d1_grp7_PGA,WGC-Mexico Championship (North - Central America) - Play Offs,jordan spieth,rickie fowler,justin rose
2018_3_1_v0_d1_grp4_PGA,WGC-Mexico Championship (North - Central America) - Play Offs,phil mickelson,bubba watson,haotong li
2018_3_1_v0_d1_grp6_PGA,WGC-Mexico Championship (North - Central America) - Play Offs,ross fisher,louis oosthuizen,branden grace
2018_3_1_v0_d1_grp5_PGA,WGC-Mexico Championship (North - Central America) - Play Offs,tony finau,webb simpson,kiradech aphibarnrat
2018_3_1_v0_d1_grp2_PGA,WGC-Mexico Championship (North - Central America) - Play Offs,tommy fleetwood,sergio garcia,alex noren
2018_3_1_v0_d2_grp6_PGA,WGC-Mexico Championship (North - Central America) - Play Offs,patrick cantlay,charl schwartzel,chris paisley
2018_3_1_v0_d2_grp1_PGA,WGC-Mexico Championship (North - Central America) - Play Offs,jordan spieth,rickie fowler,justin rose
2018_3_1_v0_d2_grp4_PGA,WGC-Mexico Championship (North - Central America) - Play Offs,matthew fitzpatrick,kevin kisner,jhonattan vegas
2018_3_1_v0_d2_grp0_PGA,WGC-Mexico Championship (North - Central America) - Play Offs,louis oosthuizen,ross fisher,branden grace
2018_3_1_v0_d2_grp5_PGA,WGC-Mexico Championship (North - Central America) - Play Offs,dustin johnson,jon rahm,justin thomas
2018_3_1_v0_d2_grp3_PGA,WGC-Mexico Championship (North - Central America) - Play Offs,thomas pieters,daniel berger,adam hadwin
2018_3_1_v0_d2_grp8_PGA,WGC-Mexico Championship (North - Central America) - Play Offs,tony finau,webb simpson,kiradech aphibarnrat
2018_3_1_v0_d2_grp2_PGA,WGC-Mexico Championship (North - Central America) - Play Offs,marc leishman,tyrrell hatton,paul casey
2018_3_1_v0_d2_grp9_PGA,WGC-Mexico Championship (North - Central America) - Play Offs,phil mickelson,bubba watson,haotong li
2018_3_1_v0_d2_grp7_PGA,WGC-Mexico Championship (North - Central America) - Play Offs,alex noren,tommy fleetwood,sergio garcia
2018_3_8_v0_d1_grp6_PGA,Valspar Championship (USA),matthew fitzpatrick,bill haas,geoff ogilvy
2018_3_8_v0_d1_grp1_PGA,Valspar Championship (USA),luke list,jason kokrak,patrick rodgers
2018_3_8_v0_d1_grp10_PGA,Valspar Championship (USA),branden grace,brandt snedeker,jim furyk
2018_3_8_v0_d1_grp5_PGA,Valspar Championship (USA),ian poulter,derek fathauer,colt knost
2018_3_8_v0_d1_grp3_PGA,Valspar Championship (USA),sergio garcia,adam scott,matt kuchar
2018_3_8_v0_d1_grp8_PGA,Valspar Championship (USA),paul casey,russell knox,nick watney
2018_3_8_v0_d1_grp4_PGA,Valspar Championship (USA),aaron baddeley,ernie els,billy hurley iii
2018_3_8_v0_d1_grp2_PGA,Valspar Championship (USA),rory mcilroy,justin rose,gary woodland
2018_3_8_v0_d1_grp7_PGA,Valspar Championship (USA),cameron smith,padraig harrington,smylie kaufman
2018_3_8_v0_d1_grp9_PGA,Valspar Championship (USA),tony finau,adam hadwin,charl schwartzel
2018_3_8_v0_d1_grp11_PGA,Valspar Championship (USA),jordan spieth,henrik stenson,tiger woods
2018_3_8_v0_d1_grp0_PGA,Valspar Championship (USA),louis oosthuizen,chesson hadley,j.b. holmes
2018_3_8_v0_d2_grp5_PGA,Valspar Championship (USA),jordan spieth,tiger woods,henrik stenson
2018_3_8_v0_d2_grp8_PGA,Valspar Championship (USA),luke list,jason kokrak,patrick rodgers
2018_3_8_v0_d2_grp7_PGA,Valspar Championship (USA),louis oosthuizen,j.b. holmes,chesson hadley
2018_3_8_v0_d2_grp10_PGA,Valspar Championship (USA),sergio garcia,adam scott,matt kuchar
2018_3_8_v0_d2_grp9_PGA,Valspar Championship (USA),justin rose,rory mcilroy,gary woodland
2018_3_8_v0_d2_grp2_PGA,Valspar Championship (USA),cameron smith,padraig harrington,smylie kaufman
2018_3_8_v0_d2_grp11_PGA,Valspar Championship (USA),aaron baddeley,billy hurley iii,ernie els
2018_3_8_v0_d2_grp4_PGA,Valspar Championship (USA),brandt snedeker,branden grace,jim furyk
2018_3_15_v0_d1_grp0_PGA,Arnold Palmer Invitational (USA),scott piercy,ian poulter,haotong li
2018_3_15_v0_d1_grp9_PGA,Arnold Palmer Invitational (USA),rickie fowler,rory mcilroy,marc leishman
2018_3_15_v0_d1_grp11_PGA,Arnold Palmer Invitational (USA),tyrrell hatton,brian harman,davis love iii
2018_3_15_v0_d1_grp6_PGA,Arnold Palmer Invitational (USA),francesco molinari,keegan bradley,kevin tway
2018_3_15_v0_d1_grp7_PGA,Arnold Palmer Invitational (USA),louis oosthuizen,jamie lovemark,camilo villegas
2018_3_15_v0_d1_grp10_PGA,Arnold Palmer Invitational (USA),emiliano grillo,charl schwartzel,ernie els
2018_3_15_v0_d1_grp4_PGA,Arnold Palmer Invitational (USA),jimmy walker,william mcgirt,mackenzie hughes
2018_3_15_v0_d1_grp2_PGA,Arnold Palmer Invitational (USA),kyle stanley,ted potter jr,padraig harrington
2018_3_15_v0_d1_grp5_PGA,Arnold Palmer Invitational (USA),brandt snedeker,zach johnson,graeme mcdowell
2018_3_15_v0_d1_grp8_PGA,Arnold Palmer Invitational (USA),tommy fleetwood,henrik stenson,adam scott
2018_3_15_v0_d1_grp3_PGA,Arnold Palmer Invitational (USA),tiger woods,jason day,hideki matsuyama
2018_3_15_v0_d2_grp6_PGA,Arnold Palmer Invitational (USA),ian poulter,scott piercy,haotong li
2018_3_15_v0_d2_grp1_PGA,Arnold Palmer Invitational (USA),jamie lovemark,louis oosthuizen,camilo villegas
2018_3_15_v0_d2_grp2_PGA,Arnold Palmer Invitational (USA),tommy fleetwood,henrik stenson,adam scott
2018_3_15_v0_d2_grp5_PGA,Arnold Palmer Invitational (USA),tyrrell hatton,brian harman,davis love iii
2018_3_15_v0_d2_grp4_PGA,Arnold Palmer Invitational (USA),emiliano grillo,charl schwartzel,ernie els
2018_3_15_v0_d2_grp11_PGA,Arnold Palmer Invitational (USA),zach johnson,brandt snedeker,graeme mcdowell
2018_3_15_v0_d2_grp3_PGA,Arnold Palmer Invitational (USA),rickie fowler,rory mcilroy,marc leishman
2018_3_15_v0_d2_grp0_PGA,Arnold Palmer Invitational (USA),francesco molinari,keegan bradley,kevin tway
2018_3_15_v0_d2_grp7_PGA,Arnold Palmer Invitational (USA),kyle stanley,padraig harrington,ted potter jr
2018_3_15_v0_d2_grp10_PGA,Arnold Palmer Invitational (USA),jimmy walker,william mcgirt,mackenzie hughes
2018_3_15_v0_d2_grp9_PGA,Arnold Palmer Invitational (USA),tiger woods,jason day,hideki matsuyama
2018_3_15_v0_d2_grp8_PGA,Arnold Palmer Invitational (USA),justin rose,patrick reed,bubba watson
2018_3_22_v0_d2_grp0_PGA,Corales Puntacana Resort - Club Championship (Dominican Republic),rory sabbatini,abraham ancer,andres romero
2018_3_22_v0_d2_grp3_PGA,Corales Puntacana Resort - Club Championship (Dominican Republic),harris english,retief goosen,guy boros
2018_3_22_v0_d2_grp2_PGA,Corales Puntacana Resort - Club Championship (Dominican Republic),emiliano grillo,jim furyk,smylie kaufman
2018_3_22_v0_d2_grp1_PGA,Corales Puntacana Resort - Club Championship (Dominican Republic),graeme mcdowell,fabián gómez,davis love iii
2018_3_29_v0_d1_grp14_PGA,Houston Open (USA) - Play Offs,justin rose,phil mickelson,russell henley
2018_3_29_v0_d1_grp8_PGA,Houston Open (USA) - Play Offs,rafa cabrera bello,dylan frittelli,shawn stefani
2018_3_29_v0_d1_grp1_PGA,Houston Open (USA) - Play Offs,tony finau,brice garnett,cody gribble
2018_3_29_v0_d1_grp6_PGA,Houston Open (USA) - Play Offs,keegan bradley,sean o'hair,michael thompson
2018_3_29_v0_d1_grp12_PGA,Houston Open (USA) - Play Offs,grayson murray,peter malnati,fabián gómez
2018_3_29_v0_d1_grp2_PGA,Houston Open (USA) - Play Offs,jordan spieth,jhonattan vegas,chris stroud
2018_3_29_v0_d1_grp10_PGA,Houston Open (USA) - Play Offs,harris english,peter uihlein,retief goosen
2018_3_29_v0_d1_grp13_PGA,Houston Open (USA) - Play Offs,daniel berger,matt kuchar,steve stricker
2018_3_29_v0_d1_grp18_PGA,Houston Open (USA) - Play Offs,chesson hadley,lee westwood,beau hossler
2018_3_29_v0_d1_grp0_PGA,Houston Open (USA) - Play Offs,thomas pieters,scott brown,martin piller
2018_3_29_v0_d1_grp11_PGA,Houston Open (USA) - Play Offs,jason dufner,nick watney,ernie els
2018_3_29_v0_d1_grp17_PGA,Houston Open (USA) - Play Offs,ian poulter,geoff ogilvy,richy werenski
2018_3_29_v0_d1_grp9_PGA,Houston Open (USA) - Play Offs,patrick rodgers,j.j. henry,camilo villegas
2018_3_29_v0_d1_grp4_PGA,Houston Open (USA) - Play Offs,rickie fowler,henrik stenson,martin kaymer
2018_3_29_v0_d1_grp15_PGA,Houston Open (USA) - Play Offs,brandt snedeker,shane lowry,aaron baddeley
2018_3_29_v0_d1_grp16_PGA,Houston Open (USA) - Play Offs,luke list,chez reavie,matt jones
